Customer ID,Name,Account Type,Category,Transaction Type,Amount (INR),Date,City,Risk Level
HSBC10853,Vikram Singh,Current,Rent,Debit,7806,2024-09-23,Lucknow,Low
HSBC10854,Priya Iyer,Fixed Deposit,Online Purchase,Debit,3618,2024-03-08,Ahmedabad,Low
HSBC10855,Amit Malhotra,Fixed Deposit,Investment,Credit,25946,2024-04-28,Indore,Medium
HSBC10856,Usha Nair,Fixed Deposit,Healthcare,Debit,3990,2024-06-16,Ahmedabad,Low
HSBC10857,Shobha Das,Fixed Deposit,Shopping,Debit,5217,2024-05-13,Hyderabad,Low
HSBC10858,Rajesh Reddy,Credit,Transfer,Credit,2224,2024-06-29,Chennai,Low
HSBC10859,Geeta Joshi,Current,Investment,Credit,47623,2024-12-20,Bhopal,Medium
HSBC10860,Kavya Joshi,Current,Utilities,Debit,2699,2024-10-21,Bengaluru,Low
HSBC10861,Prakash Verma,Credit,Salary,Credit,67787,2024-06-25,Bengaluru,High
HSBC10862,Rekha Chopra,Current,Travel,Credit,3972,2024-01-13,Kolkata,Low
HSBC10863,Sudha Kumar,Fixed Deposit,Online Purchase,Credit,6587,2024-09-16,Pune,Low
HSBC10864,Sanjay Bose,Credit,Online Purchase,Debit,2914,2024-10-20,Lucknow,Low
HSBC10865,Kavya Tiwari,Fixed Deposit,EMI,Credit,10866,2024-12-13,Jaipur,Low
HSBC10866,Anjali Iyer,Savings,Shopping,Debit,3594,2024-08-16,Pune,Low
HSBC10867,Neha Nair,Savings,Education,Credit,799,2024-05-22,Hyderabad,Low
HSBC10868,Priya Gupta,Fixed Deposit,Insurance,Debit,2779,2024-09-19,Kolkata,Low
HSBC10869,Suresh Bose,Credit,Education,Debit,6979,2024-07-22,Bengaluru,Low
HSBC10870,Anita Reddy,Fixed Deposit,EMI,Credit,14045,2024-06-28,Chennai,Low
HSBC10871,Prakash Mishra,Savings,Salary,Debit,54173,2024-08-14,Chennai,High
HSBC10872,Aditya Malhotra,Fixed Deposit,Utilities,Debit,912,2024-02-14,Bengaluru,Low
HSBC10873,Deepa Iyer,Fixed Deposit,Online Purchase,Debit,527,2024-10-29,Vadodara,Low
HSBC10874,Dinesh Gupta,Savings,Shopping,Debit,8498,2024-07-31,Bengaluru,Low
HSBC10875,Mala Chopra,Current,Salary,Debit,50724,2024-06-03,Indore,High
HSBC10876,Shobha Iyer,Fixed Deposit,Healthcare,Debit,6315,2024-01-14,Vadodara,Low
HSBC10877,Aarav Kumar,Credit,Rent,Debit,16316,2024-12-06,Bhopal,Medium
HSBC10878,Sanjay Malhotra,Current,Travel,Debit,2526,2024-05-05,Mumbai,Low
HSBC10879,Anjali Verma,Fixed Deposit,Online Purchase,Credit,3408,2024-10-16,Kolkata,Low
HSBC10880,Ravi Bose,Savings,EMI,Debit,6726,2024-01-09,Indore,Low
HSBC10881,Ravi Joshi,Savings,Utilities,Debit,2680,2024-01-28,Chennai,Low
HSBC10882,Rekha Malhotra,Credit,Grocery,Credit,1297,2024-11-23,Bhopal,Low
HSBC10883,Vikram Das,Current,Transfer,Credit,6963,2024-10-05,Pune,Low
HSBC10884,Kiran Iyer,Credit,Insurance,Debit,5838,2024-02-19,Jaipur,Low
HSBC10885,Shobha Reddy,Current,Grocery,Debit,1489,2024-06-23,Bhopal,Low
HSBC10886,Aditya Singh,Current,Utilities,Credit,5561,2024-04-06,Vadodara,Low
HSBC10887,Mala Agarwal,Savings,Shopping,Debit,4486,2024-01-09,Ahmedabad,Low
HSBC10888,Amit Iyer,Credit,Utilities,Debit,4387,2024-11-01,Jaipur,Low
HSBC10889,Asha Joshi,Credit,Grocery,Debit,4352,2024-03-13,Nagpur,Low
HSBC10890,Manish Iyer,Current,Salary,Debit,84129,2024-08-05,Nagpur,High
HSBC10891,Anjali Gupta,Savings,Transfer,Credit,4652,2024-12-03,Jaipur,Low
HSBC10892,Shobha Patel,Fixed Deposit,Utilities,Credit,3815,2024-02-03,Chennai,Low
HSBC10893,Aarav Singh,Savings,ATM Withdrawal,Credit,4800,2024-06-28,Mumbai,Low
HSBC10894,Neha Kumar,Credit,Online Purchase,Debit,2570,2024-03-23,Indore,Low
HSBC10895,Mahesh Agarwal,Current,Travel,Credit,5297,2024-09-27,Hyderabad,Low
HSBC10896,Suresh Iyer,Current,ATM Withdrawal,Debit,345,2024-02-20,Bhopal,Low
HSBC10897,Deepa Das,Fixed Deposit,EMI,Debit,2652,2024-04-02,Indore,Low
HSBC10898,Amit Rao,Fixed Deposit,Salary,Credit,68964,2024-02-27,Vadodara,High
HSBC10899,Kiran Singh,Fixed Deposit,Utilities,Credit,3801,2024-10-12,Nagpur,Low
HSBC10900,Rahul Gupta,Credit,Travel,Debit,393,2024-08-21,Surat,Low
HSBC10901,Nisha Chopra,Current,Healthcare,Credit,4494,2024-02-05,Bhopal,Low
HSBC10902,Rajesh Reddy,Current,Grocery,Debit,2224,2024-12-10,Delhi,Low
HSBC10903,Lata Chopra,Savings,Utilities,Debit,1168,2024-03-27,Delhi,Low
HSBC10904,Rekha Mehta,Credit,Salary,Debit,16103,2024-07-25,Delhi,Medium
HSBC10905,Manish Malhotra,Fixed Deposit,Rent,Debit,14525,2024-11-25,Kolkata,Low
HSBC10906,Amit Bose,Fixed Deposit,Online Purchase,Debit,2517,2024-03-16,Vadodara,Low
HSBC10907,Geeta Singh,Savings,Salary,Credit,49419,2024-02-20,Nagpur,Medium
HSBC10908,Sneha Gupta,Fixed Deposit,Insurance,Debit,2530,2024-07-14,Surat,Low
HSBC10909,Kiran Kumar,Credit,Dining,Credit,7199,2024-09-09,Vadodara,Low
HSBC10910,Geeta Mehta,Credit,Dining,Debit,5430,2024-05-13,Jaipur,Low
HSBC10911,Asha Mishra,Savings,Online Purchase,Credit,1528,2024-07-15,Ahmedabad,Low
HSBC10912,Kiran Rao,Fixed Deposit,Shopping,Credit,5850,2024-10-12,Lucknow,Low
HSBC10913,Nisha Joshi,Fixed Deposit,Shopping,Debit,242,2024-10-18,Lucknow,Low
HSBC10914,Sudha Mishra,Fixed Deposit,Shopping,Debit,6227,2024-09-16,Mumbai,Low
HSBC10915,Lata Verma,Fixed Deposit,Education,Debit,1600,2024-05-25,Pune,Low
HSBC10916,Sneha Sharma,Savings,Utilities,Debit,317,2024-10-25,Mumbai,Low
HSBC10917,Asha Rao,Savings,Shopping,Debit,2775,2024-05-05,Hyderabad,Low
HSBC10918,Sunita Iyer,Savings,ATM Withdrawal,Credit,3948,2024-06-05,Delhi,Low
HSBC10919,Asha Joshi,Savings,Healthcare,Credit,2065,2024-09-20,Bhopal,Low
HSBC10920,Vijay Verma,Savings,Insurance,Debit,1308,2024-06-11,Kolkata,Low
HSBC10921,Harish Rao,Credit,Healthcare,Debit,6532,2024-06-21,Ahmedabad,Low
HSBC10922,Mahesh Nair,Current,Dining,Debit,5705,2024-08-11,Hyderabad,Low
HSBC10923,Sudha Gupta,Current,Rent,Credit,23069,2024-04-25,Surat,Medium
HSBC10924,Neha Tiwari,Savings,Education,Credit,3440,2024-10-17,Vadodara,Low
HSBC10925,Usha Bose,Fixed Deposit,Salary,Credit,47625,2024-06-02,Kolkata,Medium
HSBC10926,Sunil Nair,Current,Shopping,Credit,1773,2024-09-20,Ahmedabad,Low
HSBC10927,Mala Joshi,Savings,Dining,Debit,4642,2024-12-04,Indore,Low
HSBC10928,Geeta Verma,Fixed Deposit,Online Purchase,Debit,6209,2024-01-31,Jaipur,Low
HSBC10929,Suresh Reddy,Fixed Deposit,Utilities,Credit,2665,2024-08-10,Kolkata,Low
HSBC10930,Kiran Gupta,Current,Transfer,Credit,1559,2024-05-26,Lucknow,Low
HSBC10931,Aditya Verma,Current,Shopping,Credit,4170,2024-06-07,Ahmedabad,Low
HSBC10932,Sudha Mishra,Fixed Deposit,Shopping,Debit,5253,2024-04-13,Bengaluru,Low
HSBC10933,Meena Kumar,Savings,Rent,Debit,16311,2024-01-22,Nagpur,Medium
HSBC10934,Sudha Sharma,Savings,ATM Withdrawal,Credit,2194,2024-11-04,Chennai,Low
HSBC10935,Vikram Malhotra,Credit,Insurance,Debit,315,2024-03-12,Hyderabad,Low
HSBC10936,Anjali Tiwari,Savings,Travel,Debit,6387,2024-09-25,Chennai,Low
HSBC10937,Sudha Gupta,Current,Education,Debit,1667,2024-07-18,Vadodara,Low
HSBC10938,Sunita Malhotra,Current,Utilities,Credit,7855,2024-05-20,Ahmedabad,Low
HSBC10939,Vijay Verma,Savings,Travel,Debit,5569,2024-08-04,Ahmedabad,Low
HSBC10940,Sunita Verma,Current,EMI,Debit,10895,2024-06-06,Mumbai,Low
HSBC10941,Ramesh Patel,Savings,Insurance,Debit,3706,2024-06-07,Lucknow,Low
HSBC10942,Rekha Singh,Current,ATM Withdrawal,Debit,6665,2024-07-20,Bhopal,Low
HSBC10943,Ravi Iyer,Savings,Online Purchase,Debit,2046,2024-03-23,Bhopal,Low
HSBC10944,Prakash Nair,Fixed Deposit,Transfer,Credit,8234,2024-02-11,Indore,Low
HSBC10945,Sudha Bose,Fixed Deposit,Online Purchase,Debit,1446,2024-02-21,Indore,Low
HSBC10946,Aditya Verma,Savings,EMI,Debit,16198,2024-10-07,Nagpur,Medium
HSBC10947,Kiran Chopra,Savings,Investment,Debit,30253,2024-11-24,Bengaluru,Medium
HSBC10948,Aarav Rao,Current,Dining,Debit,5975,2024-02-12,Delhi,Low
HSBC10949,Aditya Shah,Current,Transfer,Credit,4081,2024-09-01,Indore,Low
HSBC10950,Rohit Verma,Current,Insurance,Debit,1385,2024-05-24,Hyderabad,Low
HSBC10951,Neha Malhotra,Credit,Salary,Debit,84298,2024-04-24,Mumbai,High
HSBC10952,Priya Mishra,Current,ATM Withdrawal,Debit,1734,2024-04-11,Chennai,Low
HSBC10953,Aditya Patel,Fixed Deposit,Dining,Debit,7224,2024-03-28,Surat,Low
HSBC10954,Anjali Sharma,Fixed Deposit,Transfer,Debit,8576,2024-12-10,Ahmedabad,Low
HSBC10955,Anjali Shah,Current,Salary,Debit,57478,2024-09-10,Kolkata,High
HSBC10956,Rohit Malhotra,Current,Education,Debit,1481,2024-05-24,Nagpur,Low
HSBC10957,Suresh Malhotra,Current,Shopping,Credit,3013,2024-11-12,Ahmedabad,Low
HSBC10958,Sunita Reddy,Fixed Deposit,Grocery,Debit,5386,2024-06-14,Nagpur,Low
HSBC10959,Lata Mehta,Fixed Deposit,Insurance,Debit,3456,2024-01-31,Mumbai,Low
HSBC10960,Asha Shah,Fixed Deposit,ATM Withdrawal,Debit,4618,2024-12-09,Vadodara,Low
HSBC10961,Ramesh Patel,Savings,Salary,Credit,50131,2024-07-08,Bengaluru,High
HSBC10962,Mala Patel,Current,Rent,Debit,22740,2024-06-22,Bhopal,Medium
HSBC10963,Geeta Kumar,Savings,EMI,Debit,13254,2024-01-23,Bengaluru,Low
HSBC10964,Sudha Verma,Credit,Online Purchase,Credit,4469,2024-05-14,Surat,Low
HSBC10965,Ravi Das,Credit,Shopping,Credit,3260,2024-03-18,Jaipur,Low
HSBC10966,Prakash Patel,Current,Utilities,Credit,603,2024-01-19,Ahmedabad,Low
HSBC10967,Ravi Joshi,Fixed Deposit,Shopping,Debit,4147,2024-07-01,Nagpur,Low
HSBC10968,Mala Bose,Fixed Deposit,Travel,Debit,3181,2024-03-16,Delhi,Low
HSBC10969,Amit Gupta,Current,ATM Withdrawal,Credit,4964,2024-05-19,Surat,Low
HSBC10970,Shobha Mehta,Savings,Travel,Debit,6096,2024-08-01,Bhopal,Low
HSBC10971,Vikram Shah,Fixed Deposit,Insurance,Debit,7231,2024-12-14,Delhi,Low
HSBC10972,Lata Reddy,Savings,Transfer,Credit,4114,2024-02-11,Ahmedabad,Low
HSBC10973,Rajesh Chopra,Credit,Education,Credit,7087,2024-08-19,Pune,Low
HSBC10974,Harish Kumar,Current,ATM Withdrawal,Debit,2810,2024-05-24,Pune,Low
HSBC10975,Sneha Gupta,Fixed Deposit,Grocery,Credit,3767,2024-07-23,Delhi,Low
HSBC10976,Priya Mehta,Current,Shopping,Debit,7783,2024-11-27,Vadodara,Low
HSBC10977,Kavya Singh,Credit,Travel,Debit,4247,2024-12-16,Surat,Low
HSBC10978,Rohit Reddy,Savings,Transfer,Credit,1480,2024-09-07,Ahmedabad,Low
HSBC10979,Dinesh Bose,Credit,Healthcare,Debit,3686,2024-11-10,Bengaluru,Low
HSBC10980,Anita Malhotra,Savings,Grocery,Debit,1060,2024-08-25,Lucknow,Low
HSBC10981,Manish Kumar,Fixed Deposit,Travel,Debit,5928,2024-02-10,Bhopal,Low
HSBC10982,Rajesh Iyer,Current,Online Purchase,Debit,4915,2024-06-02,Indore,Low
HSBC10983,Sunita Das,Fixed Deposit,Rent,Credit,19347,2024-02-25,Jaipur,Medium
HSBC10984,Anita Malhotra,Savings,Shopping,Debit,3851,2024-05-09,Pune,Low
HSBC10985,Ravi Tiwari,Savings,Transfer,Credit,3334,2024-04-03,Indore,Low
HSBC10986,Lata Patel,Savings,Shopping,Debit,718,2024-06-09,Surat,Low
HSBC10987,Geeta Chopra,Credit,EMI,Debit,13014,2024-02-10,Nagpur,Low
HSBC10988,Ramesh Verma,Savings,Shopping,Credit,1899,2024-07-21,Delhi,Low
HSBC10989,Aarav Joshi,Fixed Deposit,Shopping,Debit,1238,2024-09-06,Chennai,Low
HSBC10990,Shanta Agarwal,Credit,Insurance,Debit,100,2024-12-11,Kolkata,Low
HSBC10991,Nisha Gupta,Current,Utilities,Credit,5054,2024-04-06,Indore,Low
HSBC10992,Priya Mehta,Fixed Deposit,Dining,Debit,100,2024-08-11,Indore,Low
HSBC10993,Sunil Mehta,Savings,Rent,Debit,16964,2024-03-26,Bhopal,Medium
HSBC10994,Kavya Chopra,Fixed Deposit,Shopping,Debit,3585,2024-10-26,Hyderabad,Low
HSBC10995,Suresh Iyer,Fixed Deposit,Grocery,Credit,803,2024-07-31,Indore,Low
HSBC10996,Sudha Tiwari,Credit,Grocery,Debit,613,2024-09-19,Surat,Low
HSBC10997,Shanta Bose,Current,Investment,Debit,15775,2024-02-02,Chennai,Medium
HSBC10998,Vijay Bose,Savings,Travel,Debit,4525,2024-06-26,Ahmedabad,Low
HSBC10999,Anita Sharma,Current,Rent,Credit,15979,2024-04-22,Surat,Medium
HSBC11000,Asha Agarwal,Fixed Deposit,Utilities,Credit,5010,2024-12-30,Kolkata,Low
HSBC11001,Vijay Reddy,Fixed Deposit,Transfer,Debit,2031,2024-02-14,Lucknow,Low
HSBC11002,Rajesh Kumar,Current,Salary,Credit,46531,2024-02-21,Vadodara,Medium
HSBC11003,Vijay Bose,Credit,Salary,Credit,69141,2024-05-13,Pune,High
HSBC11004,Aditya Joshi,Savings,Transfer,Credit,3489,2024-02-28,Surat,Low
HSBC11005,Manish Singh,Current,Travel,Debit,4431,2024-10-12,Chennai,Low
HSBC11006,Kavya Das,Savings,Insurance,Debit,680,2024-08-12,Vadodara,Low
HSBC11007,Geeta Singh,Savings,Transfer,Credit,4230,2024-10-14,Mumbai,Low
HSBC11008,Mahesh Singh,Current,Dining,Debit,2600,2024-07-04,Bengaluru,Low
HSBC11009,Sanjay Chopra,Fixed Deposit,Investment,Credit,18474,2024-03-11,Delhi,Medium
HSBC11010,Suresh Chopra,Fixed Deposit,Transfer,Credit,1699,2024-08-30,Pune,Low
HSBC11011,Sanjay Das,Current,Grocery,Debit,3572,2024-12-06,Hyderabad,Low
HSBC11012,Kavya Das,Fixed Deposit,Transfer,Credit,1137,2024-08-07,Kolkata,Low
HSBC11013,Vijay Chopra,Credit,Online Purchase,Debit,4002,2024-09-21,Delhi,Low
HSBC11014,Neha Nair,Credit,Shopping,Debit,444,2024-08-10,Mumbai,Low
HSBC11015,Lata Patel,Current,ATM Withdrawal,Credit,824,2024-12-04,Bhopal,Low
HSBC11016,Usha Iyer,Fixed Deposit,Shopping,Debit,592,2024-10-10,Indore,Low
HSBC11017,Nisha Nair,Credit,Grocery,Credit,2040,2024-12-24,Kolkata,Low
HSBC11018,Prakash Mehta,Fixed Deposit,Insurance,Debit,2523,2024-11-28,Kolkata,Low
HSBC11019,Suresh Iyer,Savings,Grocery,Debit,2861,2024-03-05,Jaipur,Low
HSBC11020,Sunil Iyer,Current,Grocery,Debit,554,2024-09-23,Pune,Low
HSBC11021,Aditya Sharma,Savings,ATM Withdrawal,Debit,3242,2024-06-04,Nagpur,Low
HSBC11022,Anita Das,Savings,Investment,Debit,47641,2024-05-12,Lucknow,Medium
HSBC11023,Mahesh Reddy,Savings,Grocery,Debit,4989,2024-01-03,Ahmedabad,Low
HSBC11024,Asha Shah,Current,EMI,Credit,14375,2024-10-20,Lucknow,Low
HSBC11025,Rohit Rao,Current,Grocery,Debit,5033,2024-08-20,Delhi,Low
HSBC11026,Kavya Malhotra,Fixed Deposit,Grocery,Credit,7561,2024-03-07,Ahmedabad,Low
HSBC11027,Deepa Chopra,Savings,EMI,Debit,7886,2024-07-21,Indore,Low
HSBC11028,Ravi Tiwari,Fixed Deposit,Dining,Debit,1908,2024-12-18,Bhopal,Low
HSBC11029,Sudha Malhotra,Current,Utilities,Credit,3182,2024-12-26,Jaipur,Low
HSBC11030,Usha Singh,Current,Shopping,Credit,2223,2024-03-21,Jaipur,Low
HSBC11031,Rekha Singh,Fixed Deposit,Utilities,Debit,2751,2024-03-01,Pune,Low
HSBC11032,Nisha Reddy,Credit,Rent,Credit,23895,2024-03-14,Bengaluru,Medium
HSBC11033,Shobha Malhotra,Savings,Online Purchase,Debit,3168,2024-09-07,Mumbai,Low
HSBC11034,Anjali Mishra,Credit,Grocery,Credit,5055,2024-09-03,Surat,Low
HSBC11035,Nisha Tiwari,Fixed Deposit,ATM Withdrawal,Debit,441,2024-11-06,Bengaluru,Low
HSBC11036,Rohit Das,Fixed Deposit,Investment,Debit,27968,2024-03-17,Indore,Medium
HSBC11037,Kiran Gupta,Fixed Deposit,Shopping,Debit,3094,2024-12-09,Bhopal,Low
HSBC11038,Prakash Verma,Savings,ATM Withdrawal,Debit,4149,2024-10-19,Lucknow,Low
HSBC11039,Nisha Mishra,Savings,Dining,Credit,6500,2024-01-28,Surat,Low
HSBC11040,Usha Mehta,Fixed Deposit,Travel,Credit,2632,2024-12-03,Bhopal,Low
HSBC11041,Sunil Joshi,Savings,Rent,Credit,22587,2024-10-23,Ahmedabad,Medium
HSBC11042,Neha Mishra,Credit,Shopping,Credit,691,2024-01-12,Pune,Low
HSBC11043,Anita Joshi,Fixed Deposit,Grocery,Debit,2694,2024-02-20,Jaipur,Low
HSBC11044,Aditya Iyer,Current,Salary,Credit,59425,2024-03-19,Chennai,High
HSBC11045,Vijay Joshi,Savings,Dining,Debit,4355,2024-07-18,Delhi,Low
HSBC11046,Kiran Kumar,Fixed Deposit,ATM Withdrawal,Credit,3647,2024-03-02,Mumbai,Low
HSBC11047,Suresh Shah,Current,Travel,Debit,2572,2024-02-01,Pune,Low
HSBC11048,Geeta Mishra,Fixed Deposit,Grocery,Credit,4317,2024-11-20,Hyderabad,Low
HSBC11049,Priya Verma,Savings,Salary,Credit,57806,2024-07-27,Ahmedabad,High
HSBC11050,Neha Das,Current,Transfer,Credit,1421,2024-10-03,Bengaluru,Low
HSBC11051,Sunita Mishra,Fixed Deposit,Online Purchase,Debit,7919,2024-11-13,Chennai,Low
HSBC11052,Aditya Sharma,Savings,Online Purchase,Debit,4688,2024-11-02,Chennai,Low
HSBC11053,Dinesh Reddy,Current,Education,Debit,7432,2024-10-15,Delhi,Low
HSBC11054,Nisha Gupta,Fixed Deposit,Insurance,Debit,4655,2024-10-11,Chennai,Low
HSBC11055,Anita Mehta,Credit,ATM Withdrawal,Debit,1108,2024-12-28,Ahmedabad,Low
HSBC11056,Meena Shah,Credit,EMI,Debit,3619,2024-11-02,Pune,Low
HSBC11057,Priya Kumar,Savings,Education,Credit,5041,2024-10-11,Bhopal,Low
HSBC11058,Sudha Rao,Savings,Transfer,Credit,3593,2024-02-09,Jaipur,Low
HSBC11059,Priya Chopra,Savings,EMI,Debit,13761,2024-03-31,Indore,Low
HSBC11060,Aarav Singh,Fixed Deposit,EMI,Credit,8672,2024-01-05,Hyderabad,Low
HSBC11061,Priya Verma,Credit,Salary,Debit,35747,2024-04-23,Hyderabad,Medium
HSBC11062,Sudha Reddy,Savings,Rent,Debit,11563,2024-12-27,Surat,Low
HSBC11063,Deepa Sharma,Current,Online Purchase,Debit,5045,2024-09-13,Ahmedabad,Low
HSBC11064,Aditya Mishra,Current,Dining,Debit,4794,2024-12-15,Surat,Low
HSBC11065,Harish Joshi,Savings,Education,Debit,7553,2024-04-26,Bhopal,Low
HSBC11066,Usha Verma,Current,Transfer,Credit,7679,2024-12-20,Lucknow,Low
HSBC11067,Sunil Agarwal,Credit,Insurance,Debit,6139,2024-12-10,Lucknow,Low
HSBC11068,Sneha Nair,Fixed Deposit,Transfer,Credit,3532,2024-03-03,Lucknow,Low
HSBC11069,Usha Chopra,Fixed Deposit,EMI,Debit,14126,2024-05-22,Bhopal,Low
HSBC11070,Vijay Mishra,Fixed Deposit,EMI,Debit,10097,2024-06-20,Delhi,Low
HSBC11071,Harish Sharma,Current,Online Purchase,Debit,5193,2024-03-25,Pune,Low
HSBC11072,Nisha Gupta,Savings,Grocery,Debit,4355,2024-01-13,Surat,Low
HSBC11073,Asha Verma,Current,Utilities,Credit,3048,2024-06-19,Jaipur,Low
HSBC11074,Sunita Gupta,Fixed Deposit,Transfer,Credit,4204,2024-10-23,Delhi,Low
HSBC11075,Neha Patel,Savings,EMI,Debit,9565,2024-02-01,Bhopal,Low
HSBC11076,Prakash Patel,Credit,Education,Debit,594,2024-02-22,Lucknow,Low
HSBC11077,Sneha Mishra,Savings,Rent,Debit,24881,2024-04-29,Indore,Medium
HSBC11078,Ramesh Agarwal,Savings,Shopping,Debit,5864,2024-08-07,Bhopal,Low
HSBC11079,Shanta Agarwal,Savings,EMI,Debit,12904,2024-06-17,Surat,Low
HSBC11080,Suresh Singh,Savings,Grocery,Debit,808,2024-10-30,Vadodara,Low
HSBC11081,Suresh Tiwari,Current,Dining,Credit,100,2024-08-15,Bengaluru,Low
HSBC11082,Sunita Kumar,Savings,Grocery,Debit,5412,2024-08-11,Jaipur,Low
HSBC11083,Amit Iyer,Current,Utilities,Debit,2178,2024-01-05,Jaipur,Low
HSBC11084,Shobha Kumar,Savings,Salary,Debit,67008,2024-10-13,Indore,High
HSBC11085,Sneha Malhotra,Credit,Salary,Credit,77081,2024-06-23,Hyderabad,High
HSBC11086,Rajesh Chopra,Credit,ATM Withdrawal,Debit,1116,2024-06-20,Surat,Low
HSBC11087,Nisha Malhotra,Credit,Utilities,Debit,3679,2024-04-22,Bhopal,Low
HSBC11088,Aarav Shah,Current,Shopping,Credit,2788,2024-09-03,Nagpur,Low
HSBC11089,Asha Rao,Current,Shopping,Debit,3852,2024-07-02,Mumbai,Low
HSBC11090,Mala Singh,Current,Rent,Credit,18030,2024-10-26,Bhopal,Medium
HSBC11091,Rekha Patel,Savings,Salary,Credit,57267,2024-03-30,Pune,High
HSBC11092,Mala Shah,Current,Salary,Credit,66471,2024-05-14,Bhopal,High
HSBC11093,Arjun Sharma,Current,EMI,Debit,19192,2024-06-05,Ahmedabad,Medium
HSBC11094,Sunita Reddy,Credit,Dining,Debit,7265,2024-11-15,Bhopal,Low
HSBC11095,Anita Gupta,Savings,Utilities,Debit,3954,2024-07-12,Nagpur,Low
HSBC11096,Rekha Nair,Fixed Deposit,Online Purchase,Credit,1934,2024-01-24,Vadodara,Low
HSBC11097,Shanta Tiwari,Current,ATM Withdrawal,Credit,4621,2024-11-18,Vadodara,Low
HSBC11098,Meena Kumar,Fixed Deposit,Salary,Credit,64084,2024-08-28,Vadodara,High
HSBC11099,Shanta Gupta,Current,Travel,Debit,1673,2024-09-12,Jaipur,Low
HSBC11100,Geeta Joshi,Credit,Investment,Debit,13684,2024-09-04,Nagpur,Low
HSBC11101,Sudha Bose,Credit,Education,Debit,4414,2024-04-16,Hyderabad,Low
HSBC11102,Suresh Chopra,Current,Shopping,Debit,100,2024-07-12,Surat,Low
HSBC11103,Aditya Reddy,Credit,Healthcare,Credit,5842,2024-06-29,Hyderabad,Low
HSBC11104,Shobha Patel,Fixed Deposit,Travel,Debit,4866,2024-08-18,Ahmedabad,Low
HSBC11105,Anita Malhotra,Credit,Transfer,Credit,2337,2024-04-29,Chennai,Low
HSBC11106,Vikram Reddy,Savings,Rent,Debit,20119,2024-10-06,Lucknow,Medium
HSBC11107,Neha Verma,Current,Grocery,Credit,5123,2024-04-10,Lucknow,Low
HSBC11108,Asha Verma,Credit,Investment,Debit,26911,2024-05-20,Hyderabad,Medium
HSBC11109,Ramesh Kumar,Credit,Grocery,Credit,5418,2024-07-25,Kolkata,Low
HSBC11110,Shobha Sharma,Fixed Deposit,Dining,Debit,428,2024-03-17,Indore,Low
HSBC11111,Lata Shah,Current,Investment,Credit,26629,2024-10-09,Vadodara,Medium
HSBC11112,Geeta Chopra,Credit,Transfer,Credit,6807,2024-04-06,Kolkata,Low
HSBC11113,Vijay Mehta,Fixed Deposit,Shopping,Debit,1184,2024-03-06,Chennai,Low
HSBC11114,Aarav Bose,Credit,EMI,Debit,15720,2024-12-17,Vadodara,Medium
HSBC11115,Lata Mishra,Credit,EMI,Credit,13991,2024-03-19,Pune,Low
HSBC11116,Harish Agarwal,Fixed Deposit,Online Purchase,Credit,2010,2024-07-19,Delhi,Low
HSBC11117,Sunil Rao,Current,Shopping,Debit,6967,2024-06-04,Delhi,Low
HSBC11118,Aditya Singh,Current,Grocery,Debit,2655,2024-09-07,Mumbai,Low
HSBC11119,Pooja Mehta,Savings,ATM Withdrawal,Debit,4067,2024-09-25,Delhi,Low
HSBC11120,Geeta Patel,Credit,Travel,Credit,5495,2024-07-29,Kolkata,Low
HSBC11121,Aditya Singh,Current,Travel,Debit,9156,2024-04-15,Bengaluru,Low
HSBC11122,Deepa Iyer,Fixed Deposit,Transfer,Credit,6108,2024-03-22,Surat,Low
HSBC11123,Harish Iyer,Current,Travel,Debit,3451,2024-03-14,Ahmedabad,Low
HSBC11124,Vikram Rao,Current,Travel,Debit,3802,2024-09-08,Ahmedabad,Low
HSBC11125,Geeta Tiwari,Savings,Investment,Credit,34714,2024-12-24,Indore,Medium
HSBC11126,Nisha Rao,Current,Shopping,Credit,1623,2024-11-12,Nagpur,Low
HSBC11127,Anita Chopra,Fixed Deposit,ATM Withdrawal,Credit,1228,2024-01-23,Hyderabad,Low
HSBC11128,Aditya Verma,Credit,Dining,Credit,2455,2024-04-21,Bhopal,Low
HSBC11129,Sudha Malhotra,Savings,Online Purchase,Credit,6866,2024-06-15,Kolkata,Low
HSBC11130,Prakash Joshi,Credit,Salary,Credit,70710,2024-01-14,Delhi,High
HSBC11131,Geeta Rao,Credit,Investment,Debit,23595,2024-02-28,Nagpur,Medium
HSBC11132,Rohit Nair,Fixed Deposit,Travel,Credit,3722,2024-10-07,Lucknow,Low
HSBC11133,Sunita Chopra,Current,Shopping,Credit,6023,2024-11-06,Delhi,Low
HSBC11134,Pooja Iyer,Savings,Travel,Debit,7553,2024-02-09,Lucknow,Low
HSBC11135,Aarav Verma,Current,Shopping,Credit,2329,2024-09-29,Hyderabad,Low
HSBC11136,Prakash Patel,Savings,Shopping,Debit,1651,2024-01-27,Surat,Low
HSBC11137,Aarav Patel,Fixed Deposit,Transfer,Debit,2198,2024-02-16,Mumbai,Low
HSBC11138,Vijay Sharma,Savings,EMI,Credit,14093,2024-12-08,Delhi,Low
HSBC11139,Manish Singh,Current,Investment,Credit,3001,2024-06-14,Jaipur,Low
HSBC11140,Suresh Agarwal,Current,Online Purchase,Debit,3139,2024-08-07,Delhi,Low
